Cluster,Reuse,Length,Group,Blast_text,Node,ID
cluster_376,reuse,101,groupO1,na delle poche cose anzi forse la sola ch io sapessi di certo era questa che mi chiamavo Mattia Pasca,1009368___1_76,1009368
cluster_382,reuse,22,groupB,a strega non si sapeva,1009371___1_19,1009371
cluster_388,reuse,95,groupO2, tutti gli occhi si volgevano a lei con varia espressione d ansia di sfida d angoscia di terror,1009382___1_72,1009382
cluster_389,reuse,119,groupO2, impeti miei giovanili erano abbattuti da un pezzo troppo ormai la noja mi aveva tarlato dentro e svigorito il cordogli,1009383___1_95,1009383
cluster_390,reuse,119,groupA,a noia mi aveva tarlato dentro e svigorito il cordogli,1009583___1_44,1009583
cluster_391,reuse,27,groupO2,e ricordarsi del tempo feli,1009384___18_41,1009384
cluster_394,reuse,86,groupO2, mi sentivo allora per un attimo nel vuoto come poc anzi alla vista del binario desert,1009385___1_69,1009385
cluster_396,reuse,108,groupO2,i sentivo paurosamente sciolto dalla vita superstite di me stesso sperduto in attesa di vivere oltre la mort,1009386___1_92,1009386
cluster_399,reuse,46,groupB,er il momento io sono morto si già due volte ma la prima per errore e la se,1009388___1_58,1009388
cluster_399,reuse,46,groupB,acchè per il momento sono morto si già due volte ma la prima per errore e la seconda sentiret,1009389___1_71,1009389
cluster_401,reuse,70,groupB, il mio caso è assai strano e diverso tanto diverso e strano che mi faccio a,1009391___2_58,1009391
cluster_401,reuse,70,groupB,l mio caso è tanto strano e diverso che è difficile racconta,1009398___1_44,1009398
cluster_401,reuse,70,groupB,l mio caso è assai più strano e diverso tanto diverso e strano che mi fa,1009856___1_55,1009856
cluster_403,reuse,29,groupB,devo io mi chiamo Mattia Pasca,1009394___45_69,1009394
cluster_403,reuse,29,groupB,ro curioso questo Mattia Pasca,1009847___56_80,1009847
cluster_407,reuse,64,groupB,l quale io affido il manoscritto appena sarà terminato se mai sa,1009400___1_52,1009400
cluster_407,reuse,64,groupB,l quale io affido il manoscritto appena sarà terminato se mai sa,1009401___1_52,1009401
cluster_411,reuse,64,groupB,e fuori della vit,1009417___5_20,1009417
cluster_412,reuse,18,groupB,i occhi semichiusi,1009405___46_60,1009405
cluster_414,reuse,47,groupB,a sua morte quasi improvvisa fu la nostra rovin,1009406___1_40,1009406
cluster_416,reuse,23,groupB,opo la perdita del mari,1009407___1_21,1009407
cluster_417,reuse,15,groupB,opo la morte de,1009408___1_14,1009408
cluster_418,reuse,66,groupB,veva così poca esperienza della vita e dagli uomini da sembrare un,1009409___9_60,1009409
cluster_419,reuse,61,groupB,o detto troppo presto in principio che ho conosciuto mio padr,1009410___1_49,1009410
cluster_421,reuse,32,groupB, fin dal primo momento che li,1009412___14_37,1009412
cluster_421,reuse,32,groupB, fin dal primo momento che li,1009414___14_37,1009414
cluster_422,reuse,32,groupB,egli occhi che mi fecero fin dal prim,1009896___27_53,1009896
cluster_424,reuse,101,groupB,liva era onesta di un onestà incrollabile perchè radicata della coscienza del male che si sarebbe fat,1009413___1_76,1009413
cluster_425,reuse,66,groupB,o avevo con lui più pazienza perchè volentieri pigliavo a godermel,1009415___1_52,1009415
cluster_427,reuse,50,groupB,ontano Come potevo così subito condurla via lontan,1009416___1_40,1009416
cluster_429,reuse,95,groupB,a fama che avevo ottenuto con tutte le mie imprese giovanili non invogliava nessun,1009419___1_67,1009419
cluster_430,reuse,36,groupB,a vista del mare mi faceva cadere in,1009420___1_29,1009420
cluster_431,reuse,33,groupB,gedia che più buffa non poteva esse,1009421___19_45,1009421
cluster_433,reuse,33,groupA,on potevo esser,1009598___12_26,1009598
cluster_435,reuse,51,groupB,ra così venne a maturazione la rinomina ancora acer,1009422___1_41,1009422
cluster_436,reuse,34,groupB,a tempesta finalmente era scoppiat,1009423___1_31,1009423
cluster_438,reuse,34,groupB, tutte le mie sciagure mi vidi attore,1009912___8_37,1009912
cluster_443,reuse,33,groupB,ovea pure passar per la mia strad,1009429___14_42,1009429
cluster_446,reuse,16,groupB, una nuova vita pe,1009431___29_44,1009431
cluster_446,reuse,16,groupA, una nuova vita,1009525___9_22,1009525
cluster_446,reuse,16,groupB,na nuova vita,1009931___53_65,1009931
cluster_452,reuse,26,groupB, impediva di rifletter,1009435___28_48,1009435
cluster_456,reuse,39,groupB,iventano una cosa sola col mio strument,1009437___1_33,1009437
cluster_457,reuse,39,groupA,o facevo piangere e gridare l anima m,1009503___37_65,1009503
cluster_457,reuse,39,groupA,o facevo piangere e gridare l anima m,1009575___1_29,1009575
cluster_458,reuse,60,groupB,entre le nostre persone sono impacciate nel commercio delle p,1009438___1_50,1009438
cluster_458,reuse,60,groupA,entre le nostre persone sono impacciate nel commercio delle parole comuni S,1009756___35_95,1009756
cluster_458,reuse,60,groupB,entre le nostre persone sono impacciat,1009990___45_77,1009990
cluster_459,reuse,59,groupB,e nonostante il mio strambo aspetto ella avrebbe potuto ama,1009439___10_58,1009439
cluster_469,reuse,65,groupB, nuova libertà illimitata avevo finalmente acquistato l equilibri,1009441___3_55,1009441
cluster_470,reuse,94,groupB,nnanzi all uscio della mia camera Adriana mi strinse la mano come finora non aveva mai fatt,1009442___1_74,1009442
cluster_474,reuse,72,groupB,erchè quando il potere è in mano d uno solo quest uno sa d esser uno e d,1009445___1_52,1009445
cluster_475,reuse,81,groupB,ell acqua mi sembrava viva là e tutto il resto quasi spettrale e malinconi,1009446___1_57,1009446
cluster_475,reuse,81,groupB,ell acqua mi sembrava viva lì e tutto il resto quasi spettrale e malinconi,1009447___1_57,1009447
cluster_476,reuse,30,groupB, impediva di riflettere su,1009448___28_51,1009448
cluster_480,reuse,16,groupB,roveniva anche d,1009449___15_29,1009449
cluster_482,reuse,33,groupB,me gode a cacciarsi in ogni intri,1009450___27_50,1009450
cluster_486,reuse,78,groupB,pinto dalla curiosità pensai d andare a sopprendere in quel momento d abbandon,1009453___1_63,1009453
cluster_490,reuse,21,groupB, un loro particolare,1009454___12_29,1009454
cluster_491,reuse,21,groupA,e anime hanno un particolar modo d intendersi IICstraordin,1009589___1_50,1009589
cluster_491,reuse,21,groupA,e anime hanno un loro particolar modo d intendersi d entrare in intimità fino a darsi d,1009757___1_71,1009757
cluster_497,reuse,65,groupB, uomo quando soffre si fa una particolare idea del bene e del mal,1009457___21_71,1009457
cluster_497,reuse,65,groupA, uomo quando soffre si fa una particolare idea del bene e del mal,1009649___20_70,1009649
cluster_497,reuse,65,groupA, uomo quando soffre si fa una particolare idea del bene e del mal,1009764___1_51,1009764
cluster_497,reuse,65,groupO2, uomo quando soffre si fa una particolare idea del bene e del mal,1009816___4_54,1009816
cluster_500,reuse,65,groupA,l limite è illusorio è relativo al poco lume nostro della nostra individuali,1009507___1_63,1009507
cluster_500,reuse,65,groupA,l limite è illusorio è relativo al poco lume nostro della nostra individuali,1009510___1_63,1009510
cluster_500,reuse,65,groupA,l limite è illusorio è relativo al poco lume nostro della nostra individuali,1009571___1_63,1009571
cluster_500,reuse,65,groupA,l limite è illusorio è relativo al poco lume nostro della nostra individuali,1009737___1_63,1009737
cluster_501,reuse,65,groupA, invece è toccato un tristo privilegio quello di sentirci viver,1009514___4_51,1009514
cluster_503,reuse,56,groupB,opo alcuni giorni di quella prigionia cieca il desiderio il bisogno d essere confortat,1009462___1_66,1009462
cluster_503,reuse,56,groupA,opo alcuni giorni di quella prigionia cieca il bisogno d esser confortat,1009720___1_54,1009720
cluster_504,reuse,88,groupB,ebbo confessare che quel tormento in attesa mi fece pure lì per lì una strana impression,1009463___1_67,1009463
cluster_511,reuse,23,groupB,arti innamorare due vol,1009466___21_42,1009466
cluster_512,reuse,36,groupO2,mo il loro taglio il loro colore pos,1009471___16_44,1009471
cluster_514,reuse,98,groupO2,ettevo ora certi sospironi che facevano voltare più dei sorrisi di prima i miei compagni di viaggi,1009472___1_76,1009472
cluster_517,reuse,90,groupO2,icchè alla fine io possa dire non solo di aver vissuto due vite ma d esser stato due uomin,1009473___1_71,1009473
cluster_518,reuse,51,groupO2,er passare in mezzo a questa povera umanità la qual,1009474___1_41,1009474
cluster_520,reuse,46,groupO2,i sentivo sperduto tra quel rimescolìo di gent,1009475___1_37,1009475
cluster_522,reuse,107,groupO2,eravigliavo io stesso d avere accolto viaggiando tante impressioni che il silenzio aveva quasi sepolte in m,1009476___1_86,1009476
cluster_523,reuse,40,groupO2,guardo e m invitò a guardar colei ch io facevo soffr,1009477___18_55,1009477
cluster_525,reuse,88,groupO2,n quella livida luce dell alba sentii stringermi la gola da un nodo di pianto inatte,1009478___1_66,1009478
cluster_525,reuse,88,groupA,n quella livida luce dell alba sentii stringermi la gola da un nodo di pianto intenso iicstr,1009573___1_72,1009573
cluster_525,reuse,88,groupA,n quella livida luce dell alba sentii stringermi la gola da un nodo di pianto inatteso e ga,1009741___1_70,1009741
cluster_526,reuse,14,groupA,ì Pare un altr,1009479___1_12,1009479
cluster_528,reuse,28,groupA,a soglia dell uscio come se temesse an,1009481___21_50,1009481
cluster_529,reuse,113,groupA,on si può giudicare il mondo di un artista con un criterio di giudizio attinto altrove che da questo mondo medesim,1009483___1_88,1009483
cluster_530,reuse,27,groupA,otevo calpestare l ombra mi,1009485___12_34,1009485
cluster_532,reuse,41,groupA,n altr uomo si ma a patto di non far null,1009487___1_33,1009487
cluster_533,reuse,41,groupA, che uomo dunque Un ombra d uomo,1009694___1_24,1009694
cluster_534,reuse,77,groupA,o fui pronto a sorreggerlo quantunque egli si traesse indietro quasi per paur,1009488___1_61,1009488
cluster_535,reuse,56,groupA,n che occhi guarderà ella ormai quella mia camera desert,1009489___1_42,1009489
cluster_537,reuse,56,groupA,me m ero illuso che potesse vivere un tronco reciso dalle sue radi,1009534___1_53,1009534
cluster_538,reuse,31,groupA, odio mi sbolli l impeto cedett,1009491___1_25,1009491
cluster_539,reuse,22,groupA,crupoli della fantasia,1009492___15_35,1009492
cluster_539,reuse,22,groupA,crupoli della fantasia,1009493___15_35,1009493
cluster_542,reuse,44,groupA,i star chiuso in me e veder vivere gli altr,1009495___1_34,1009495
cluster_542,reuse,44,groupA,i star chiuso in me e veder vivere gli altr,1009496___1_34,1009496
cluster_543,reuse,61,groupA, le promisi che avrei fatto com ella voleva purchè si calmass,1009497___1_47,1009497
cluster_544,reuse,86,groupA, anima frustrata da quel dileggio fremebonda e piena d una plumbea tetraggine angoscios,1009498___1_67,1009498
cluster_545,reuse,86,groupA,a piena d una plumbea tetraggine angoscios,1009612___38_70,1009612
cluster_547,reuse,26,groupA,er nascondermi in qualche pos,1009499___1_24,1009499
cluster_547,reuse,26,groupA,er nascondermi quanto p,1009539___46_65,1009539
cluster_547,reuse,26,groupA,er nascondermi quanto p,1009540___47_66,1009540
cluster_549,reuse,77,groupA,n sentimento d odio feroce contro coloro che da lontano m obbligavano a finir,1009500___1_59,1009500
cluster_552,reuse,44,groupA, godevo di una quasi ilare lucidità di spirit,1009502___1_35,1009502
cluster_554,reuse,72,groupA, ritraevo invece da lei il mio amore come se anch ella ne fosse colpevol,1009504___1_56,1009504
cluster_555,reuse,78,groupA,ì avevo potuto bene o male salvar l illusione che io stessi vivendo un altra vit,1009506___1_64,1009506
cluster_555,reuse,78,groupA,vevo potuto bene o male salvar l illusione ch io stessi vivendo un altra vit,1009657___3_64,1009657
cluster_559,reuse,78,groupA,iamo io e l ombra mia su la terra IIcstraordi,1009659___1_36,1009659
cluster_559,reuse,78,groupA,cio infine aveva suggellato il nostro amore IIcstraordinari,1009668___3_52,1009668
cluster_559,reuse,78,groupA,iamo io e l ombra mia su la terr,1009788___8_32,1009788
cluster_559,reuse,78,groupA,iamo io e l ombra mia su la terr,1009789___8_32,1009789
cluster_560,reuse,37,groupA,mi lui risponde IO SONO IL FU MATTIA PASCA,1009513___20_54,1009513
cluster_563,reuse,41,groupA,h se avessi potuto durar sempre in quelle condi,1009518___1_39,1009518
cluster_564,reuse,55,groupA,sistenza si sente schiavo delle finzioni delle menzogn,1009519___41_87,1009519
cluster_565,reuse,76,groupA,vevo finalmente acquistato l equilibrio raggiunto l ideale che m ero prefiss,1009520___1_60,1009520
cluster_566,reuse,39,groupA,e lesse in quel l attimo negli occhi mie,1009523___1_30,1009523
cluster_567,reuse,18,groupA,on tiravo più fiat,1009524___13_28,1009524
cluster_572,reuse,65,groupA,ell assistere a una commedia mal rappresentata da comici inespert,1009529___15_69,1009529
cluster_579,reuse,65,groupA,me se dalle proprie sofferenze gli derivasse un diritto al compens,1009537___1_56,1009537
cluster_579,reuse,65,groupA,me se dalle proprie sofferenze li derivasse un diritto al compens,1009538___1_56,1009538
cluster_585,reuse,23,groupA, di Mattia Pascal La su,1009541___8_26,1009541
cluster_586,reuse,39,groupA, scoperto pur non avendo commesso alcu,1009543___17_47,1009543
cluster_589,reuse,42,groupA,ovevo soffocarla soffocarla la mia passion,1009548___1_37,1009548
cluster_593,reuse,77,groupA, mi rivedevo nei primi giorni beato nell incoscienza o piuttosto nella follia,1009552___1_63,1009552
cluster_594,reuse,57,groupA,cco a quale altra menzogna mi costringeva la mi condizion,1009553___1_43,1009553
cluster_595,reuse,50,groupA, seguivo con gli occhi la dolce fanciulla in quella sua cura gentil,1009554___16_62,1009554
cluster_595,reuse,50,groupA, seguivo con gli occhi la dolce fanciull,1009730___16_43,1009730
cluster_595,reuse,50,groupA, seguivo con gli occhi la dolce fanciull,1009731___16_43,1009731
cluster_598,reuse,56,groupA,cco è in mia mano ancora la sorte che pende loro sul cap,1009556___1_40,1009556
cluster_600,reuse,87,groupA,lla mi ha guardato con occhi affettuosi e ridenti che m ha detto in un baleno tante cos,1009558___1_65,1009558
cluster_600,reuse,87,groupA,lla mi ha guardato con occhi affettuosi e ridenti che m han detto in un baleno tante cos,1009559___1_66,1009559
cluster_604,reuse,44,groupA,o entrato evidentemente in iscena protetto dal,1009563___2_42,1009563
cluster_608,reuse,11,groupA, profession,1009565___21_32,1009565
cluster_609,reuse,58,groupA,on dovevo più mentir non dover più temere di essere scopert,1009566___16_63,1009566
cluster_610,reuse,19,groupA,la vita degli altri,1009567___24_40,1009567
cluster_616,reuse,42,groupA,i ero io nessuno non esistevo io per la le,1009574___18_52,1009574
cluster_621,reuse,66,groupA,a fiera in me s era rifocillata per prepararsi all imminente salt,1009581___1_55,1009581
cluster_622,reuse,66,groupA,endersi d entrare in intimità fino a darsi del tu IIcstraordinari,1009588___35_89,1009588
cluster_624,reuse,68,groupA,a mia bislacca avventura m ha rialzato d un tratto nella stima di le,1009582___1_54,1009582
cluster_626,reuse,16,groupA,i esperimenti,1009584___11_24,1009584
cluster_626,reuse,16,groupA,i esperimenti,1009591___11_24,1009591
cluster_626,reuse,16,groupA,i esperimenti,1009592___11_24,1009592
cluster_629,reuse,33,groupA,e ciascuno di noi faceva a se ste,1009585___11_35,1009585
cluster_631,reuse,25,groupA,ei sola poteva confortarm,1009590___1_23,1009590
cluster_634,reuse,43,groupA,a io volevo vivere anche per me nel present,1009597___1_36,1009597
cluster_639,reuse,18,groupA, fatto niente di ma,1009603___25_41,1009603
cluster_640,reuse,27,groupA, era costretto a mentire do,1009604___6_28,1009604
cluster_641,reuse,29,groupA,roncare ogni relazione con le,1009605___45_68,1009605
cluster_642,reuse,112,groupA,i basta che tutti mi rivedano e mi risappiano vivo di fatto per uscir da questa morte che è morte vera credete,1009608___1_84,1009608
cluster_642,reuse,112,groupA,i basta che tutti mi rivedano e mi sappiano vivo di fatto per uscir da questa morte apparente che è morte vera credet,1009779___1_90,1009779
cluster_646,reuse,112,groupA,i fermai come se non potessi più trascinar l anim,1009613___1_39,1009613
cluster_648,reuse,96,groupA,i s annebbiava la vista mi s oscuravano il cielo e il mare il sangue mi frizzava per le ven,1009614___1_69,1009614
cluster_653,reuse,125,groupA,i trovai a sporgere il capo dal finestrino sperando che la vista dei noti luoghi mi destasse qualche emozione meno violent,1009618___1_98,1009618
